hero1,hero2
"DUVALL, SNAKY","URICH, DORIS"
"DUVALL, SNAKY","WATSON-PARKER, MARY"
"WATSON-PARKER, MARY","URICH, DORIS"
ROSE II/SGT. BLUME,"PARKER, MAY"
ROSE II/SGT. BLUME,HOBGOBLIN V/JASON PH
ROSE II/SGT. BLUME,"WATSON-PARKER, MARY"
ROSE II/SGT. BLUME,SCHEMER/RICHARD FISK
ROSE II/SGT. BLUME,KINGPIN/WILSON FISK
ROSE II/SGT. BLUME,DEATHWATCH/STEPHAN L
ROSE II/SGT. BLUME,"KATZENBERG, NICK"
"KATZENBERG, NICK","PARKER, MAY"
"KATZENBERG, NICK",HOBGOBLIN V/JASON PH
"KATZENBERG, NICK","WATSON-PARKER, MARY"
"KATZENBERG, NICK",SCHEMER/RICHARD FISK
"KATZENBERG, NICK",KINGPIN/WILSON FISK
"KATZENBERG, NICK",DEATHWATCH/STEPHAN L
DEATHWATCH/STEPHAN L,"PARKER, MAY"
DEATHWATCH/STEPHAN L,HOBGOBLIN V/JASON PH
DEATHWATCH/STEPHAN L,"WATSON-PARKER, MARY"
DEATHWATCH/STEPHAN L,SCHEMER/RICHARD FISK
DEATHWATCH/STEPHAN L,KINGPIN/WILSON FISK
KINGPIN/WILSON FISK,"PARKER, MAY"
KINGPIN/WILSON FISK,HOBGOBLIN V/JASON PH
KINGPIN/WILSON FISK,"WATSON-PARKER, MARY"
KINGPIN/WILSON FISK,SCHEMER/RICHARD FISK
SCHEMER/RICHARD FISK,"PARKER, MAY"
SCHEMER/RICHARD FISK,HOBGOBLIN V/JASON PH
SCHEMER/RICHARD FISK,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY","PARKER, MAY"
"WATSON-PARKER, MARY",HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"PARKER, MAY"
KINGPIN/WILSON FISK,"WATSON, KRISTY"
KINGPIN/WILSON FISK,ROSE II/SGT. BLUME
KINGPIN/WILSON FISK,"LUMPKIN, WILLIAM WIL"
KINGPIN/WILSON FISK,"KATZENBERG, NICK"
KINGPIN/WILSON FISK,"PARKER, MAY"
KINGPIN/WILSON FISK,HOBGOBLIN V/JASON PH
KINGPIN/WILSON FISK,"WATSON-PARKER, MARY"
KINGPIN/WILSON FISK,SCHEMER/RICHARD FISK
SCHEMER/RICHARD FISK,"WATSON, KRISTY"
SCHEMER/RICHARD FISK,ROSE II/SGT. BLUME
SCHEMER/RICHARD FISK,"LUMPKIN, WILLIAM WIL"
SCHEMER/RICHARD FISK,"KATZENBERG, NICK"
SCHEMER/RICHARD FISK,"PARKER, MAY"
SCHEMER/RICHARD FISK,HOBGOBLIN V/JASON PH
SCHEMER/RICHARD FISK,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY","WATSON, KRISTY"
"WATSON-PARKER, MARY",ROSE II/SGT. BLUME
"WATSON-PARKER, MARY","LUMPKIN, WILLIAM WIL"
"WATSON-PARKER, MARY","KATZENBERG, NICK"
"WATSON-PARKER, MARY","PARKER, MAY"
"WATSON-PARKER, MARY",HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"WATSON, KRISTY"
HOBGOBLIN V/JASON PH,ROSE II/SGT. BLUME
HOBGOBLIN V/JASON PH,"LUMPKIN, WILLIAM WIL"
HOBGOBLIN V/JASON PH,"KATZENBERG, NICK"
HOBGOBLIN V/JASON PH,"PARKER, MAY"
"PARKER, MAY","WATSON, KRISTY"
"PARKER, MAY",ROSE II/SGT. BLUME
"PARKER, MAY","LUMPKIN, WILLIAM WIL"
"PARKER, MAY","KATZENBERG, NICK"
"KATZENBERG, NICK","WATSON, KRISTY"
"KATZENBERG, NICK",ROSE II/SGT. BLUME
"KATZENBERG, NICK","LUMPKIN, WILLIAM WIL"
"LUMPKIN, WILLIAM WIL","WATSON, KRISTY"
"LUMPKIN, WILLIAM WIL",ROSE II/SGT. BLUME
ROSE II/SGT. BLUME,"WATSON, KRISTY"
"KATZENBERG, NICK","WATSON-PARKER, MARY"
"KATZENBERG, NICK",SCHEMER/RICHARD FISK
"KATZENBERG, NICK","PARKER, MAY"
"KATZENBERG, NICK",HOBGOBLIN V/JASON PH
"KATZENBERG, NICK",DEMOGOBLIN
"KATZENBERG, NICK",ROSE II/SGT. BLUME
ROSE II/SGT. BLUME,"WATSON-PARKER, MARY"
ROSE II/SGT. BLUME,SCHEMER/RICHARD FISK
ROSE II/SGT. BLUME,"PARKER, MAY"
ROSE II/SGT. BLUME,HOBGOBLIN V/JASON PH
ROSE II/SGT. BLUME,DEMOGOBLIN
DEMOGOBLIN,"WATSON-PARKER, MARY"
DEMOGOBLIN,SCHEMER/RICHARD FISK
DEMOGOBLIN,"PARKER, MAY"
DEMOGOBLIN,HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"WATSON-PARKER, MARY"
HOBGOBLIN V/JASON PH,SCHEMER/RICHARD FISK
HOBGOBLIN V/JASON PH,"PARKER, MAY"
"PARKER, MAY","WATSON-PARKER, MARY"
"PARKER, MAY",SCHEMER/RICHARD FISK
SCHEMER/RICHARD FISK,"WATSON-PARKER, MARY"
ROSE II/SGT. BLUME,"LEEDS, NED"
ROSE II/SGT. BLUME,KINGPIN/WILSON FISK
ROSE II/SGT. BLUME,"KATZENBERG, NICK"
ROSE II/SGT. BLUME,DEMOGOBLIN
ROSE II/SGT. BLUME,SCHEMER/RICHARD FISK
ROSE II/SGT. BLUME,HOBGOBLIN V/JASON PH
ROSE II/SGT. BLUME,"ROBERTSON, JOE"
ROSE II/SGT. BLUME,"FISK, VANESSA"
"FISK, VANESSA","LEEDS, NED"
"FISK, VANESSA",KINGPIN/WILSON FISK
"FISK, VANESSA","KATZENBERG, NICK"
"FISK, VANESSA",DEMOGOBLIN
"FISK, VANESSA",SCHEMER/RICHARD FISK
"FISK, VANESSA",HOBGOBLIN V/JASON PH
"FISK, VANESSA","ROBERTSON, JOE"
"ROBERTSON, JOE","LEEDS, NED"
"ROBERTSON, JOE",KINGPIN/WILSON FISK
"ROBERTSON, JOE","KATZENBERG, NICK"
"ROBERTSON, JOE",DEMOGOBLIN
"ROBERTSON, JOE",SCHEMER/RICHARD FISK
"ROBERTSON, JOE",HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"LEEDS, NED"
HOBGOBLIN V/JASON PH,KINGPIN/WILSON FISK
HOBGOBLIN V/JASON PH,"KATZENBERG, NICK"
HOBGOBLIN V/JASON PH,DEMOGOBLIN
HOBGOBLIN V/JASON PH,SCHEMER/RICHARD FISK
SCHEMER/RICHARD FISK,"LEEDS, NED"
SCHEMER/RICHARD FISK,KINGPIN/WILSON FISK
SCHEMER/RICHARD FISK,"KATZENBERG, NICK"
SCHEMER/RICHARD FISK,DEMOGOBLIN
DEMOGOBLIN,"LEEDS, NED"
DEMOGOBLIN,KINGPIN/WILSON FISK
DEMOGOBLIN,"KATZENBERG, NICK"
"KATZENBERG, NICK","LEEDS, NED"
"KATZENBERG, NICK",KINGPIN/WILSON FISK
KINGPIN/WILSON FISK,"LEEDS, NED"
ROSE III/,"WATSON-PARKER, MARY"
ROSE III/,SCHEMER/RICHARD FISK
ROSE III/,HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"WATSON-PARKER, MARY"
HOBGOBLIN V/JASON PH,SCHEMER/RICHARD FISK
SCHEMER/RICHARD FISK,"WATSON-PARKER, MARY"
SCHEMER/RICHARD FISK,"KATZENBERG, NICK"
SCHEMER/RICHARD FISK,ROSE III/
SCHEMER/RICHARD FISK,"ROBERTSON, JOE"
SCHEMER/RICHARD FISK,"PARKER, MAY"
SCHEMER/RICHARD FISK,"WATSON-PARKER, MARY"
SCHEMER/RICHARD FISK,HOBGOBLIN V/JASON PH
SCHEMER/RICHARD FISK,ROSE II/SGT. BLUME
ROSE II/SGT. BLUME,"KATZENBERG, NICK"
ROSE II/SGT. BLUME,ROSE III/
ROSE II/SGT. BLUME,"ROBERTSON, JOE"
ROSE II/SGT. BLUME,"PARKER, MAY"
ROSE II/SGT. BLUME,"WATSON-PARKER, MARY"
ROSE II/SGT. BLUME,HOBGOBLIN V/JASON PH
HOBGOBLIN V/JASON PH,"KATZENBERG, NICK"
HOBGOBLIN V/JASON PH,ROSE III/
HOBGOBLIN V/JASON PH,"ROBERTSON, JOE"
HOBGOBLIN V/JASON PH,"PARKER, MAY"
HOBGOBLIN V/JASON PH,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY","KATZENBERG, NICK"
"WATSON-PARKER, MARY",ROSE III/
"WATSON-PARKER, MARY","ROBERTSON, JOE"
"WATSON-PARKER, MARY","PARKER, MAY"
"PARKER, MAY","KATZENBERG, NICK"
"PARKER, MAY",ROSE III/
"PARKER, MAY","ROBERTSON, JOE"
"ROBERTSON, JOE","KATZENBERG, NICK"
"ROBERTSON, JOE",ROSE III/
ROSE III/,"KATZENBERG, NICK"
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
"WOO, JIMMY","JONES, GABE"
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
"WOO, JIMMY","JONES, GABE"
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE
ANT-MAN/DR. HENRY J.,"DUGAN, TIMOTHY ALOYI"
ANT-MAN/DR. HENRY J.,"WOO, JIMMY"
ANT-MAN/DR. HENRY J.,"JONES, GABE"
"JONES, GABE",WASP/JANET VAN DYNE
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"JONES, GABE","WOO, JIMMY"
"WOO, JIMMY",WASP/JANET VAN DYNE
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
"DUGAN, TIMOTHY ALOYI",WASP/JANET VAN DYNE
"BLACK, CYRUS",NIGHTHAWK II/KYLE RI
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
"WOO, JIMMY","JONES, GABE"
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"WOO, JIMMY","JONES, GABE"
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
"DUGAN, TIMOTHY ALOYI","JONES, GABE"
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"JONES, GABE","WOO, JIMMY"
"WOO, JIMMY","DUGAN, TIMOTHY ALOYI"
YETRIGAR,"DUGAN, TIMOTHY ALOYI"
YETRIGAR,"JONES, GABE"
"JONES, GABE","DUGAN, TIMOTHY ALOYI"
"DUGAN, TIMOTHY ALOYI","WOO, JIMMY"
"DUGAN, TIMOTHY ALOYI","JONES, GABE"
"DUGAN, TIMOTHY ALOYI",YETRIGAR
YETRIGAR,"WOO, JIMMY"
YETRIGAR,"JONES, GABE"
"JONES, GABE","WOO, JIMMY"
HAWK,ANT-MAN/DR. HENRY J.
HAWK,LYJA LAZERFIST [SKRU
HAWK,THING/BENJAMIN J. GR
HAWK,UATU
HAWK,"RICHARDS, FRANKLIN B"
HAWK,ANT-MAN II/SCOTT HAR
HAWK,WASP/JANET VAN DYNE
HAWK,LOCKJAW [INHUMAN]
HAWK,"RICHARDS, NATHANIEL"
HAWK,INVISIBLE WOMAN/SUE
HAWK,BISHOP /
HAWK,BLACK WIDOW/NATASHA
HAWK,ONSLAUGHT II
HAWK,HUMAN TORCH/JOHNNY S
HAWK,CRYSTAL [INHUMAN]
HAWK,ICEMAN/ROBERT BOBBY
HAWK,PROFESSOR X/CHARLES
HAWK,APOCALYPSE/EN SABAH
HAWK,MR. FANTASTIC/REED R
MR. FANTASTIC/REED R,ANT-MAN/DR. HENRY J.
MR. FANTASTIC/REED R,LYJA LAZERFIST [SKRU
MR. FANTASTIC/REED R,THING/BENJAMIN J. GR
MR. FANTASTIC/REED R,UATU
MR. FANTASTIC/REED R,"RICHARDS, FRANKLIN B"
MR. FANTASTIC/REED R,ANT-MAN II/SCOTT HAR
MR. FANTASTIC/REED R,WASP/JANET VAN DYNE
MR. FANTASTIC/REED R,LOCKJAW [INHUMAN]
MR. FANTASTIC/REED R,"RICHARDS, NATHANIEL"
MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE
MR. FANTASTIC/REED R,BISHOP /
MR. FANTASTIC/REED R,BLACK WIDOW/NATASHA
MR. FANTASTIC/REED R,ONSLAUGHT II
MR. FANTASTIC/REED R,HUMAN TORCH/JOHNNY S
MR. FANTASTIC/REED R,CRYSTAL [INHUMAN]
MR. FANTASTIC/REED R,ICEMAN/ROBERT BOBBY
MR. FANTASTIC/REED R,PROFESSOR X/CHARLES
MR. FANTASTIC/REED R,APOCALYPSE/EN SABAH
APOCALYPSE/EN SABAH,ANT-MAN/DR. HENRY J.
APOCALYPSE/EN SABAH,LYJA LAZERFIST [SKRU
APOCALYPSE/EN SABAH,THING/BENJAMIN J. GR
APOCALYPSE/EN SABAH,UATU
APOCALYPSE/EN SABAH,"RICHARDS, FRANKLIN B"
APOCALYPSE/EN SABAH,ANT-MAN II/SCOTT HAR
APOCALYPSE/EN SABAH,WASP/JANET VAN DYNE
APOCALYPSE/EN SABAH,LOCKJAW [INHUMAN]
APOCALYPSE/EN SABAH,"RICHARDS, NATHANIEL"
APOCALYPSE/EN SABAH,INVISIBLE WOMAN/SUE
APOCALYPSE/EN SABAH,BISHOP /
APOCALYPSE/EN SABAH,BLACK WIDOW/NATASHA
APOCALYPSE/EN SABAH,ONSLAUGHT II
APOCALYPSE/EN SABAH,HUMAN TORCH/JOHNNY S
APOCALYPSE/EN SABAH,CRYSTAL [INHUMAN]
APOCALYPSE/EN SABAH,ICEMAN/ROBERT BOBBY
APOCALYPSE/EN SABAH,PROFESSOR X/CHARLES
PROFESSOR X/CHARLES,ANT-MAN/DR. HENRY J.
PROFESSOR X/CHARLES,LYJA LAZERFIST [SKRU
PROFESSOR X/CHARLES,THING/BENJAMIN J. GR
PROFESSOR X/CHARLES,UATU
PROFESSOR X/CHARLES,"RICHARDS, FRANKLIN B"
PROFESSOR X/CHARLES,ANT-MAN II/SCOTT HAR
PROFESSOR X/CHARLES,WASP/JANET VAN DYNE
PROFESSOR X/CHARLES,LOCKJAW [INHUMAN]
PROFESSOR X/CHARLES,"RICHARDS, NATHANIEL"
PROFESSOR X/CHARLES,INVISIBLE WOMAN/SUE
PROFESSOR X/CHARLES,BISHOP /
PROFESSOR X/CHARLES,BLACK WIDOW/NATASHA
PROFESSOR X/CHARLES,ONSLAUGHT II
PROFESSOR X/CHARLES,HUMAN TORCH/JOHNNY S
PROFESSOR X/CHARLES,CRYSTAL [INHUMAN]
PROFESSOR X/CHARLES,ICEMAN/ROBERT BOBBY
ICEMAN/ROBERT BOBBY,ANT-MAN/DR. HENRY J.
ICEMAN/ROBERT BOBBY,LYJA LAZERFIST [SKRU
ICEMAN/ROBERT BOBBY,THING/BENJAMIN J. GR
ICEMAN/ROBERT BOBBY,UATU
ICEMAN/ROBERT BOBBY,"RICHARDS, FRANKLIN B"
ICEMAN/ROBERT BOBBY,ANT-MAN II/SCOTT HAR
ICEMAN/ROBERT BOBBY,WASP/JANET VAN DYNE
ICEMAN/ROBERT BOBBY,LOCKJAW [INHUMAN]
ICEMAN/ROBERT BOBBY,"RICHARDS, NATHANIEL"
ICEMAN/ROBERT BOBBY,INVISIBLE WOMAN/SUE
ICEMAN/ROBERT BOBBY,BISHOP /
ICEMAN/ROBERT BOBBY,BLACK WIDOW/NATASHA
ICEMAN/ROBERT BOBBY,ONSLAUGHT II
ICEMAN/ROBERT BOBBY,HUMAN TORCH/JOHNNY S
ICEMAN/ROBERT BOBBY,CRYSTAL [INHUMAN]
CRYSTAL [INHUMAN],ANT-MAN/DR. HENRY J.
CRYSTAL [INHUMAN],LYJA LAZERFIST [SKRU
CRYSTAL [INHUMAN],THING/BENJAMIN J. GR
CRYSTAL [INHUMAN],UATU
CRYSTAL [INHUMAN],"RICHARDS, FRANKLIN B"
CRYSTAL [INHUMAN],ANT-MAN II/SCOTT HAR
CRYSTAL [INHUMAN],WASP/JANET VAN DYNE
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN]
CRYSTAL [INHUMAN],"RICHARDS, NATHANIEL"
CRYSTAL [INHUMAN],INVISIBLE WOMAN/SUE
CRYSTAL [INHUMAN],BISHOP /
CRYSTAL [INHUMAN],BLACK WIDOW/NATASHA
CRYSTAL [INHUMAN],ONSLAUGHT II
CRYSTAL [INHUMAN],HUMAN TORCH/JOHNNY S
HUMAN TORCH/JOHNNY S,ANT-MAN/DR. HENRY J.
HUMAN TORCH/JOHNNY S,LYJA LAZERFIST [SKRU
HUMAN TORCH/JOHNNY S,THING/BENJAMIN J. GR
HUMAN TORCH/JOHNNY S,UATU
HUMAN TORCH/JOHNNY S,"RICHARDS, FRANKLIN B"
HUMAN TORCH/JOHNNY S,ANT-MAN II/SCOTT HAR
HUMAN TORCH/JOHNNY S,WASP/JANET VAN DYNE
HUMAN TORCH/JOHNNY S,LOCKJAW [INHUMAN]
HUMAN TORCH/JOHNNY S,"RICHARDS, NATHANIEL"
HUMAN TORCH/JOHNNY S,INVISIBLE WOMAN/SUE
HUMAN TORCH/JOHNNY S,BISHOP /
HUMAN TORCH/JOHNNY S,BLACK WIDOW/NATASHA
HUMAN TORCH/JOHNNY S,ONSLAUGHT II
ONSLAUGHT II,ANT-MAN/DR. HENRY J.
ONSLAUGHT II,LYJA LAZERFIST [SKRU
ONSLAUGHT II,THING/BENJAMIN J. GR
ONSLAUGHT II,UATU
ONSLAUGHT II,"RICHARDS, FRANKLIN B"
ONSLAUGHT II,ANT-MAN II/SCOTT HAR
ONSLAUGHT II,WASP/JANET VAN DYNE
ONSLAUGHT II,LOCKJAW [INHUMAN]
ONSLAUGHT II,"RICHARDS, NATHANIEL"
ONSLAUGHT II,INVISIBLE WOMAN/SUE
ONSLAUGHT II,BISHOP /
ONSLAUGHT II,BLACK WIDOW/NATASHA
BLACK WIDOW/NATASHA,ANT-MAN/DR. HENRY J.
BLACK WIDOW/NATASHA,LYJA LAZERFIST [SKRU
BLACK WIDOW/NATASHA,THING/BENJAMIN J. GR
BLACK WIDOW/NATASHA,UATU
BLACK WIDOW/NATASHA,"RICHARDS, FRANKLIN B"
BLACK WIDOW/NATASHA,ANT-MAN II/SCOTT HAR
BLACK WIDOW/NATASHA,WASP/JANET VAN DYNE
BLACK WIDOW/NATASHA,LOCKJAW [INHUMAN]
BLACK WIDOW/NATASHA,"RICHARDS, NATHANIEL"
BLACK WIDOW/NATASHA,INVISIBLE WOMAN/SUE
BLACK WIDOW/NATASHA,BISHOP /
BISHOP /,ANT-MAN/DR. HENRY J.
BISHOP /,LYJA LAZERFIST [SKRU
BISHOP /,THING/BENJAMIN J. GR
BISHOP /,UATU
BISHOP /,"RICHARDS, FRANKLIN B"
BISHOP /,ANT-MAN II/SCOTT HAR
BISHOP /,WASP/JANET VAN DYNE
BISHOP /,LOCKJAW [INHUMAN]
BISHOP /,"RICHARDS, NATHANIEL"
BISHOP /,INVISIBLE WOMAN/SUE
INVISIBLE WOMAN/SUE,ANT-MAN/DR. HENRY J.
INVISIBLE WOMAN/SUE,LYJA LAZERFIST [SKRU
INVISIBLE WOMAN/SUE,THING/BENJAMIN J. GR
INVISIBLE WOMAN/SUE,UATU
INVISIBLE WOMAN/SUE,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE,ANT-MAN II/SCOTT HAR
INVISIBLE WOMAN/SUE,WASP/JANET VAN DYNE
INVISIBLE WOMAN/SUE,LOCKJAW [INHUMAN]
INVISIBLE WOMAN/SUE,"RICHARDS, NATHANIEL"
"RICHARDS, NATHANIEL",ANT-MAN/DR. HENRY J.
"RICHARDS, NATHANIEL",LYJA LAZERFIST [SKRU
"RICHARDS, NATHANIEL",THING/BENJAMIN J. GR
"RICHARDS, NATHANIEL",UATU
"RICHARDS, NATHANIEL","RICHARDS, FRANKLIN B"
"RICHARDS, NATHANIEL",ANT-MAN II/SCOTT HAR
"RICHARDS, NATHANIEL",WASP/JANET VAN DYNE
"RICHARDS, NATHANIEL",LOCKJAW [INHUMAN]
LOCKJAW [INHUMAN],ANT-MAN/DR. HENRY J.
LOCKJAW [INHUMAN],LYJA LAZERFIST [SKRU
LOCKJAW [INHUMAN],THING/BENJAMIN J. GR
LOCKJAW [INHUMAN],UATU
LOCKJAW [INHUMAN],"RICHARDS, FRANKLIN B"
LOCKJAW [INHUMAN],ANT-MAN II/SCOTT HAR
LOCKJAW [INHUMAN],WASP/JANET VAN DYNE
WASP/JANET VAN DYNE,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE,LYJA LAZERFIST [SKRU
WASP/JANET VAN DYNE,THING/BENJAMIN J. GR
WASP/JANET VAN DYNE,UATU
WASP/JANET VAN DYNE,"RICHARDS, FRANKLIN B"
WASP/JANET VAN DYNE,ANT-MAN II/SCOTT HAR
ANT-MAN II/SCOTT HAR,ANT-MAN/DR. HENRY J.
ANT-MAN II/SCOTT HAR,LYJA LAZERFIST [SKRU
ANT-MAN II/SCOTT HAR,THING/BENJAMIN J. GR
ANT-MAN II/SCOTT HAR,UATU
ANT-MAN II/SCOTT HAR,"RICHARDS, FRANKLIN B"
"RICHARDS, FRANKLIN B",ANT-MAN/DR. HENRY J.
"RICHARDS, FRANKLIN B",LYJA LAZERFIST [SKRU
"RICHARDS, FRANKLIN B",THING/BENJAMIN J. GR
"RICHARDS, FRANKLIN B",UATU
UATU,ANT-MAN/DR. HENRY J.
UATU,LYJA LAZERFIST [SKRU
UATU,THING/BENJAMIN J. GR
THING/BENJAMIN J. GR,ANT-MAN/DR. HENRY J.
THING/BENJAMIN J. GR,LYJA LAZERFIST [SKRU
LYJA LAZERFIST [SKRU,ANT-MAN/DR. HENRY J.
THING/BENJAMIN J. GR,GALACTUS/GALAN
THING/BENJAMIN J. GR,HUMAN TORCH/JOHNNY S
THING/BENJAMIN J. GR,"RICHARDS, FRANKLIN B"
THING/BENJAMIN J. GR,LYJA LAZERFIST [SKRU
THING/BENJAMIN J. GR,INVISIBLE WOMAN/SUE
THING/BENJAMIN J. GR,ANT-MAN II/SCOTT HAR
THING/BENJAMIN J. GR,HYPERSTORM
THING/BENJAMIN J. GR,"RICHARDS, NATHANIEL"
THING/BENJAMIN J. GR,MR. FANTASTIC/REED R
THING/BENJAMIN J. GR,KRISTOFF/KRISTOFF VE
KRISTOFF/KRISTOFF VE,GALACTUS/GALAN
KRISTOFF/KRISTOFF VE,HUMAN TORCH/JOHNNY S
KRISTOFF/KRISTOFF VE,"RICHARDS, FRANKLIN B"
KRISTOFF/KRISTOFF VE,LYJA LAZERFIST [SKRU
KRISTOFF/KRISTOFF VE,INVISIBLE WOMAN/SUE
KRISTOFF/KRISTOFF VE,ANT-MAN II/SCOTT HAR
KRISTOFF/KRISTOFF VE,HYPERSTORM
KRISTOFF/KRISTOFF VE,"RICHARDS, NATHANIEL"
KRISTOFF/KRISTOFF VE,MR. FANTASTIC/REED R
MR. FANTASTIC/REED R,GALACTUS/GALAN
MR. FANTASTIC/REED R,HUMAN TORCH/JOHNNY S
MR. FANTASTIC/REED R,"RICHARDS, FRANKLIN B"
MR. FANTASTIC/REED R,LYJA LAZERFIST [SKRU
MR. FANTASTIC/REED R,INVISIBLE WOMAN/SUE
MR. FANTASTIC/REED R,ANT-MAN II/SCOTT HAR
MR. FANTASTIC/REED R,HYPERSTORM
MR. FANTASTIC/REED R,"RICHARDS, NATHANIEL"
"RICHARDS, NATHANIEL",GALACTUS/GALAN
"RICHARDS, NATHANIEL",HUMAN TORCH/JOHNNY S
"RICHARDS, NATHANIEL","RICHARDS, FRANKLIN B"
"RICHARDS, NATHANIEL",LYJA LAZERFIST [SKRU
"RICHARDS, NATHANIEL",INVISIBLE WOMAN/SUE
"RICHARDS, NATHANIEL",ANT-MAN II/SCOTT HAR
"RICHARDS, NATHANIEL",HYPERSTORM
HYPERSTORM,GALACTUS/GALAN
HYPERSTORM,HUMAN TORCH/JOHNNY S
HYPERSTORM,"RICHARDS, FRANKLIN B"
HYPERSTORM,LYJA LAZERFIST [SKRU
HYPERSTORM,INVISIBLE WOMAN/SUE
HYPERSTORM,ANT-MAN II/SCOTT HAR
ANT-MAN II/SCOTT HAR,GALACTUS/GALAN
ANT-MAN II/SCOTT HAR,HUMAN TORCH/JOHNNY S
ANT-MAN II/SCOTT HAR,"RICHARDS, FRANKLIN B"
ANT-MAN II/SCOTT HAR,LYJA LAZERFIST [SKRU
ANT-MAN II/SCOTT HAR,INVISIBLE WOMAN/SUE
INVISIBLE WOMAN/SUE,GALACTUS/GALAN
INVISIBLE WOMAN/SUE,HUMAN TORCH/JOHNNY S
INVISIBLE WOMAN/SUE,"RICHARDS, FRANKLIN B"
INVISIBLE WOMAN/SUE,LYJA LAZERFIST [SKRU
LYJA LAZERFIST [SKRU,GALACTUS/GALAN
LYJA LAZERFIST [SKRU,HUMAN TORCH/JOHNNY S
LYJA LAZERFIST [SKRU,"RICHARDS, FRANKLIN B"
"RICHARDS, FRANKLIN B",GALACTUS/GALAN
"RICHARDS, FRANKLIN B",HUMAN TORCH/JOHNNY S
HUMAN TORCH/JOHNNY S,GALACTUS/GALAN
SUB-MARINER/NAMOR MA,THOR/DR. DONALD BLAK
SUB-MARINER/NAMOR MA,SPIDER-MAN CLONE/BEN
SUB-MARINER/NAMOR MA,CRYSTAL [INHUMAN]
SUB-MARINER/NAMOR MA,VISION
SUB-MARINER/NAMOR MA,"LANG, CASSANDRA CASS"
SUB-MARINER/NAMOR MA,VIBRAXAS/N'KANO
SUB-MARINER/NAMOR MA,DARK BEAST/HENRY MCC
SUB-MARINER/NAMOR MA,"RICHARDS, NATHANIEL"
SUB-MARINER/NAMOR MA,"RICHARDS, FRANKLIN B"
SUB-MARINER/NAMOR MA,DEVLOR
SUB-MARINER/NAMOR MA,KRISTOFF/KRISTOFF VE
SUB-MARINER/NAMOR MA,LYJA LAZERFIST [SKRU
SUB-MARINER/NAMOR MA,HAWK
SUB-MARINER/NAMOR MA,DR. DOOM/VICTOR VON
SUB-MARINER/NAMOR MA,KARNAK [INHUMAN]
SUB-MARINER/NAMOR MA,EBONY
SUB-MARINER/NAMOR MA,SHE-HULK/JENNIFER WA
SUB-MARINER/NAMOR MA,PUPPET MASTER/PHILLI
SUB-MARINER/NAMOR MA,"MASTERS, ALICIA REIS"
SUB-MARINER/NAMOR MA,INVISIBLE WOMAN/SUE
SUB-MARINER/NAMOR MA,ANT-MAN II/SCOTT HAR
SUB-MARINER/NAMOR MA,THING/BENJAMIN J. GR
SUB-MARINER/NAMOR MA,MEDUSA/MEDUSALITH AM
SUB-MARINER/NAMOR MA,"HARKNESS, AGATHA"
SUB-MARINER/NAMOR MA,BLACK PANTHER/T'CHAL
SUB-MARINER/NAMOR MA,ICEMAN/ROBERT BOBBY
SUB-MARINER/NAMOR MA,BLACK BOLT/BLACKANTO
SUB-MARINER/NAMOR MA,BISHOP /
SUB-MARINER/NAMOR MA,HUNTARA/MARY ELIZABE
SUB-MARINER/NAMOR MA,MR. FANTASTIC/REED R
SUB-MARINER/NAMOR MA,BEAST/HENRY &HANK& P
SUB-MARINER/NAMOR MA,HUMAN TORCH/JOHNNY S
SUB-MARINER/NAMOR MA,ONSLAUGHT II
SUB-MARINER/NAMOR MA,GORGON [INHUMAN]
GORGON [INHUMAN],THOR/DR. DONALD BLAK
GORGON [INHUMAN],SPIDER-MAN CLONE/BEN
GORGON [INHUMAN],CRYSTAL [INHUMAN]
GORGON [INHUMAN],VISION
GORGON [INHUMAN],"LANG, CASSANDRA CASS"
GORGON [INHUMAN],VIBRAXAS/N'KANO
GORGON [INHUMAN],DARK BEAST/HENRY MCC
GORGON [INHUMAN],"RICHARDS, NATHANIEL"
GORGON [INHUMAN],"RICHARDS, FRANKLIN B"
