English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
SILVERMANE/SILVIO MA,银鬃/西尔维奥·马,男,反派,科技,通过实验获得超强力量和耐力，使用机械外骨骼增强战斗能力，是纽约黑帮头目。,否,0,无固定阵营（主要作为蜘蛛侠反派）,无,5,孤傲/犯罪头目,SILVERMANE/SILVIO MA,0.0233790523690773,0.0003618233727627,18,0.7291275167785235,0.17333333333333334
BOX IV/MADISON JEFFR,盒子四号/麦迪逊·杰弗,女,正派,科技,通过高科技外骨骼装甲获得超强力量、飞行能力、能量武器和防御力场。,否,0,阿尔法飞行队,罗杰·布伊西,4,团队合作者,BOX IV/MADISON JEFFR,0.0233790523690773,0.000387175210734,14,0.6502908277404922,0.3466666666666667
EGO,伊戈,非人类,反派,宇宙能量,拥有古老宇宙意识，能操控物质、创造分身、吸收生命能量，核心是一颗活体行星。,是,1,无固定阵营,无,9,孤傲,EGO,0.0233790523690773,0.0005545066355083,9,0.5722595078299777,0.10666666666666667
SCANNER II,扫描者二世,女,反派,科技,拥有高科技扫描与信息处理能力，能入侵电子系统、分析目标弱点，并配备能量武器进行战斗。,否,0,九头蛇,红骷髅,6,双重间谍,SCANNER II,0.0233790523690773,8.59943780668602e-05,4,0.5760178970917226,0.12666666666666668
PROWLER/HOBIE BROWN,潜行者/霍比·布朗,男,反派,科技,通过高科技装备获得强化力量、敏捷度、攀爬能力和能量冲击，并配备爪子和滑翔翼等武器。,否,0,无固定核心阵营,无,4,孤傲,PROWLER/HOBIE BROWN,0.0232231920199501,0.0005725908197089,18,0.6813894431344096,0.1476510067114094
"MERRYWEATHER, IRENE",艾琳·梅里韦瑟,女,反派,科技,作为九头蛇特工，擅长使用高科技武器和装备进行战斗与情报活动。,否,0,九头蛇,红骷髅,4,双重间谍,"MERRYWEATHER, IRENE",0.0232231920199501,0.0024644736418958,4,0.8026482858697623,0.09395973154362416
"WINGFOOT, WYATT",飞足，怀亚特,男,正派,科技,通过高科技靴子获得飞行能力，具备空中格斗技巧和战术分析能力。,否,0,神盾局,尼克·弗瑞,3,忠诚下属,"WINGFOOT, WYATT",0.0230673316708229,0.000609338765322,5,0.708310351167494,0.27702702702702703
DORMAMMU,多玛姆,非人类,反派,魔法,黑暗维度的主宰，拥有近乎无限的魔法力量，能操控黑暗能量、扭曲现实、创造维度，并几乎不朽。,是,1,无固定阵营（黑暗维度势力）,无,10,孤傲,DORMAMMU,0.0230673316708229,0.0021993519326213,14,0.7227431513145799,0.10135135135135136
DRACULA/VLAD TEPES,德古拉/弗拉德·采佩什,非人类,反派,魔法,吸血鬼始祖，拥有超强力量、速度、再生能力，可变形为蝙蝠或雾，通过咬伤传播诅咒。,否,0,吸血鬼部族,无,8,孤傲,DRACULA/VLAD TEPES,0.0230673316708229,0.0036171521023248,14,0.6587608016179445,0.08783783783783784
"POWER, MARGARET",玛格丽特·鲍尔,女,反派,变异,拥有超人的力量、速度和耐力，能发射能量冲击波，并具备飞行能力。,否,0,邪恶大师,泽莫男爵,6,忠诚追随者,"POWER, MARGARET",0.0230673316708229,0.0004282398708228,6,0.653061224489796,0.1554054054054054
NIGHTHAWK/KYLE RICHM,夜鹰/凯尔·里奇蒙,男,正派,科技/格斗,精通武术和侦探技能，使用高科技装备如滑翔翼和夜视镜，无超能力但体能卓越。,否,0,捍卫者联盟,无明确核心导师,3,孤傲/侦探风格,NIGHTHAWK/KYLE RICHM,0.0229114713216957,0.0005179478982431,14,0.3272761159258224,0.6258503401360545
WHIZZER III/JAMES SA,疾速侠三世/詹姆斯·萨,男,正派,变异,拥有超人类速度，能高速移动、快速反应和制造冲击波，速度接近音速。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER III/JAMES SA,0.0229114713216957,0.0003574710998718,18,0.6798993570030751,0.3469387755102041
KRISTOFF/KRISTOFF VE,克里斯托夫·维尔纳夫,男,反派,科技,通过毁灭博士的科技改造获得超人类体能、能量发射和飞行能力，并继承了毁灭博士的部分知识。,否,0,毁灭博士阵营,毁灭博士,6,忠诚追随者,KRISTOFF/KRISTOFF VE,0.0229114713216957,0.0001154184948253,5,0.5660236697418694,0.19727891156462585
"LUBENSKI, NATE","卢本斯基, 内特",男,中立,科技,精通先进武器和战术装备，具备高超的战术分析能力，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,冷静分析,"LUBENSKI, NATE",0.0229114713216957,0.0001708775893838,18,0.6565091790140714,0.047619047619047616
"ROBERTSON, MARTHA",玛莎·罗伯逊,女,正派,格斗,无超能力，作为《号角日报》记者，擅长调查报道，是蜘蛛侠彼得·帕克的同事和盟友。,否,0,号角日报,J·乔纳·詹姆森,1,友善正直,"ROBERTSON, MARTHA",0.0229114713216957,0.0003584585566538,18,0.6812971764048086,0.1836734693877551
MANTIS/? BRANDT,螳螂女/布兰特,女,正派,宇宙能量,拥有强大的心灵感应能力，能感知和影响他人情绪，甚至安抚或催眠目标。,是,3,银河护卫队,星爵,3,天真善良,MANTIS/? BRANDT,0.0227556109725685,6.832863726906292e-05,14,0.5787435049598488,0.3904109589041096
"SIKORSKY, RAYMOND",雷蒙德·西科尔斯基,男,正派,科技,神盾局高级特工，无超能力，但精通情报分析、战术指挥和多种格斗技巧，是神盾局内部的重要智囊。,否,0,神盾局,尼克·弗瑞,3,冷静理智,"SIKORSKY, RAYMOND",0.0227556109725685,0.0001011585162665,0,0.5683514407179971,0.410958904109589
EEL II/EDWARD LAVELL,鳗人二世/爱德华·拉维尔,男,反派,变异,拥有鳗鱼般的滑行、水下呼吸能力，皮肤可分泌粘液，具备一定水下战斗技巧。,否,0,邪恶大师,鳗人一世/利奥波德·斯特赖克,3,追随者,EEL II/EDWARD LAVELL,0.0227556109725685,0.0001461970251679,0,0.601511572980633,0.2534246575342466
PLUTO [OLYMPIAN],冥王[奥林匹亚],非人类,反派,神力,作为希腊神话冥界之神，拥有操控死亡、灵魂、黑暗能量的神力，能召唤亡灵，掌控冥界领域。,否,0,奥林匹亚众神,无,9,孤傲,PLUTO [OLYMPIAN],0.0225997506234413,0.0004649782090662,5,0.6620689655172414,0.1310344827586207
RED WOLF III/WILL TA,红狼三世/威尔·塔,男,正派,格斗,精通格斗技巧、追踪与生存技能，使用传统武器如弓箭和战斧，无超自然能力。,否,0,复仇者联盟,鹰眼,3,团队合作者,RED WOLF III/WILL TA,0.0225997506234413,0.0023274892948028,14,0.2824712643678161,0.6137931034482759
SHOCKER/HERMAN SCHUL,震荡者/赫尔曼·舒尔,男,反派,科技,使用自制的振动手套和护甲，能产生强力冲击波，用于攻击、破坏或防御，但依赖装备。,是,1,无固定阵营，常为雇佣罪犯或独立反派,无,4,孤傲,SHOCKER/HERMAN SCHUL,0.0225997506234413,0.0003269600183413,18,0.6588122605363984,0.2482758620689655
DAREDEVIL DOPPELGANG,夜魔侠复制体,男,反派,变异,拥有与夜魔侠完全相同的超感官能力，包括超级听觉、触觉、嗅觉、味觉及雷达感官，但缺乏夜魔侠的格斗技巧与道德准则。,否,0,无固定阵营,无,4,孤傲,DAREDEVIL DOPPELGANG,0.0225997506234413,4.891957887481302e-05,14,0.27021072796934864,0.0896551724137931
RINTRAH,林特拉,非人类,正派,魔法,林特拉是魔法生物，拥有强大的魔法能力，能够操控神秘能量进行防御、攻击和传送，是奇异博士的盟友。,是,1,至尊圣所,古一,3,忠诚盟友,RINTRAH,0.0225997506234413,0.0010438359027698,14,0.6223180076628352,0.38620689655172413
KRO [DEVIANT],克罗[异变族],非人类,反派,变异,异变族首领，拥有超强再生能力、变形能力、能量吸收和发射，能操控其他异变族。,是,1,异变族,天神族,8,孤傲,KRO [DEVIANT],0.0225997506234413,0.0002655954146663,5,0.6699233716475096,0.11724137931034483
"CORTEZ, FABIAN",法比安·科尔特斯,男,反派,科技,拥有超强体能、敏捷性和耐力，精通多种格斗技巧，配备高科技装备如能量武器和防护服。,否,0,九头蛇,红骷髅,4,忠诚执行者,"CORTEZ, FABIAN",0.0224438902743142,8.774771931008038e-05,4,0.5608974358974359,0.13194444444444445
MAN-KILLER/KATRINA L,杀人魔/卡特里娜·L,女,反派,科技,通过强化战斗服获得超级力量、速度和耐力，擅长格斗与暗杀，装备有致命武器。,否,0,无固定阵营（常作为雇佣兵或独立反派）,无,6,孤傲,MAN-KILLER/KATRINA L,0.0224438902743142,0.0002158815317159,0,0.62004662004662,0.20833333333333334
ROMA,罗马,女,正派,魔法,拥有强大的魔法能力，能操控现实、创造维度，是多元宇宙的守护者之一。,否,0,英国队长军团,梅林,8,孤傲,ROMA,0.0224438902743142,0.0001748642886619,4,0.6376262626262627,0.3194444444444444
TOMBSTONE/LONNIE THO,墓碑/朗尼·汤姆森,男,反派,变异,通过实验获得超强力量、速度、耐力，皮肤如石头般坚硬，牙齿锋利如獠牙。,否,0,无固定阵营，常作为雇佣反派或独立行动,无明确导师,6,孤傲/暴力倾向,TOMBSTONE/LONNIE THO,0.0224438902743142,0.0007872984046234,18,0.7935120435120435,0.1111111111111111
"JONES, CHARLOTTE",夏洛特·琼斯,女,正派,变异,拥有超强的心灵感应能力，能够读取他人思想并进行精神攻击，同时具备预知未来的潜力。,否,0,X战警,X教授,5,内向谨慎,"JONES, CHARLOTTE",0.0224438902743142,0.0001887743045122,4,0.6363636363636364,0.3958333333333333
PHOENIX II,凤凰女二代,女,正派,宇宙能量,继承凤凰之力碎片，拥有强大的心灵感应、念动力和能量操控能力，能释放毁灭性宇宙火焰。,否,0,X战警,琴·葛蕾,8,孤傲,PHOENIX II,0.0224438902743142,0.000151627039038,4,0.633935508935509,0.2986111111111111
"LANG, CASSANDRA CASS",凯西·朗,女,正派,科技,使用蚁人战衣，可缩小至亚原子级别并保留正常力量，控制蚂蚁等昆虫，通过皮姆粒子实现大小变化。,是,2,复仇者联盟,斯科特·朗,3,团队核心,"LANG, CASSANDRA CASS",0.0224438902743142,0.0001644415828231,5,0.5947940947940948,0.3958333333333333
QUICKSAND,流沙,女,反派,变异,能够将身体转化为沙状物质，控制沙子进行攻击、防御和变形，并能通过沙子感知周围环境。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,QUICKSAND,0.022288029925187,0.0001294349164092,0,0.6041564069733083,0.2097902097902098
LEGION II/DAVID HALL,军团二世/大卫·霍尔,男,反派,变异,拥有超强心灵感应和心灵控制能力，能操纵他人思想、制造幻觉，并能进行精神攻击。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,孤傲,LEGION II/DAVID HALL,0.022288029925187,0.0001374889358293,4,0.5399389343051315,0.11188811188811189
KARKAS [DEVIANT],卡卡斯[异人族],非人类,中立,变异,拥有超强力量和耐力，皮肤坚硬如岩石，是异人族基因突变产物，智力相对较低。,否,0,异人族,黑蝠王,3,忠诚追随者,KARKAS [DEVIANT],0.022288029925187,0.0002454236745025,5,0.6449325322564758,0.03496503496503497
GREY GARGOYLE/PAUL P,灰石像鬼/保罗·皮埃尔·杜瓦尔,男,反派,魔法,通过触摸将生物或物体瞬间转化为石头，自身可石化并保持意识活动，拥有超强力量和耐久性。,否,0,无固定阵营，常作为独立反派或临时加入反派组织,无,7,孤傲,GREY GARGOYLE/PAUL P,0.022288029925187,0.0003058440346658,5,0.5970649069240619,0.22377622377622378
"GREY, ELAINE",伊莱恩·格雷,女,正派,变异,拥有心灵感应、念动力、能量操控等强大变种能力，潜力巨大但需控制。,否,0,X战警,查尔斯·泽维尔,8,孤傲,"GREY, ELAINE",0.0221321695760598,5.725804086203085e-05,4,0.5091399460593347,0.4084507042253521
CAPTAIN MARVEL III/G,惊奇队长III/G,女,正派,宇宙能量,拥有宇宙能量赋予的飞行、超强力量、能量吸收与释放、超光速飞行及宇宙感知能力。,否,0,复仇者联盟,惊奇队长（卡罗尔·丹弗斯）,7,团队核心,CAPTAIN MARVEL III/G,0.0221321695760598,0.0030531799389863,0,0.749475576865448,0.2676056338028169
"DRUMM, JERICHO",杰里科·德拉姆,男,反派,魔法,作为至尊法师的宿敌，精通黑魔法，能召唤恶魔、操控黑暗能量，并拥有强大的魔法攻击和防御能力。,否,0,无固定阵营，常作为独立反派或与黑暗势力合作,无明确导师，自学黑魔法,8,孤傲,"DRUMM, JERICHO",0.0221321695760598,0.0004575036283424,14,0.3510138847268005,0.1056338028169014
MASTERMIND/JASON WYN,大师/杰森·温,男,反派,变异,拥有强大的心灵感应能力，能制造逼真的幻觉、操控他人思想，并读取记忆。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,8,阴谋家,MASTERMIND/JASON WYN,0.0221321695760598,0.0001357940459146,4,0.6171211667166117,0.18309859154929578
M,M,女,正派,变异,拥有强大的心灵感应能力，能读取、操控他人思维，制造精神攻击，并具备飞行和能量投射能力。,否,0,X战警,X教授,6,孤傲,M,0.0219763092269326,0.0003777942531471,4,0.7181357649442756,0.23404255319148937
IRONCLAD,铁甲,男,反派,变异,通过实验获得超强力量、耐力、皮肤硬化能力，能承受极端物理攻击，但精神不稳定。,否,0,邪恶大师,泽莫男爵,6,暴力冲动,IRONCLAD,0.0219763092269326,0.0002419913099586,7,0.5632218844984802,0.19148936170212766
EBONY,埃博尼,非人类,反派,宇宙能量,拥有强大的宇宙能量操控能力，能进行空间传送、能量投射和精神控制，是灭霸的黑暗使者之一。,是,1,灭霸军团,灭霸,7,冷酷执行者,EBONY,0.0219763092269326,0.0002339809327934,5,0.5095238095238095,0.1773049645390071
"TOWER, BLAKE",布莱克·托尔,男,反派,科技,拥有高科技装备和武器，擅长战术策划与电子战，具备出色的战斗技巧和领导能力。,否,0,九头蛇,红骷髅,7,孤傲,"TOWER, BLAKE",0.0219763092269326,0.0007722493089214,18,0.7263424518743667,0.12056737588652482
VALINOR,瓦林诺,非人类,中立,宇宙能量,作为宇宙实体，拥有操控现实、能量投射和跨维度旅行的能力，通常以星球形态存在。,否,0,宇宙实体/独立存在,无,8,孤傲,VALINOR,0.0219763092269326,0.0001451723634661,14,0.30840932117527864,0.03546099290780142
VOLCANA/MARSHA ROSEN,火山女/玛莎·罗森,女,反派,变异,身体可转化为熔岩形态，产生并操控高温岩浆，免疫火焰伤害。,否,0,邪恶大师,暂无明确核心导师,5,孤傲,VOLCANA/MARSHA ROSEN,0.0219763092269326,0.0002443436145457,14,0.46585612968591694,0.2553191489361702
HAMMERHEAD,锤头,男,反派,科技,通过手术将头骨替换为坚不可摧的金属，拥有超强头部撞击能力，精通街头格斗和枪械使用。,否,0,纽约黑帮/犯罪组织,无明确核心导师,4,冷酷/暴力/黑帮头目,HAMMERHEAD,0.0219763092269326,0.0003368871220188,18,0.7024316109422493,0.2127659574468085
NIGHTMARE/EDVARD HAB,梦魇/爱德华·哈布,非人类,反派,魔法,作为梦之维度的统治者，能操控梦境、入侵他人梦境、制造恐怖幻象，并利用恐惧增强自身力量。,否,0,无固定阵营,无,7,孤傲,NIGHTMARE/EDVARD HAB,0.0219763092269326,0.0007864110188544,14,0.7442755825734549,0.07801418439716312
MASTER/ESHU,大师/埃舒,男,反派,魔法,作为非洲巫毒神祇，拥有强大的魔法能力，包括变形、操控现实、召唤亡灵和制造幻象。,否,0,无固定核心阵营，常作为独立反派或与巫毒相关角色对抗,无,7,孤傲,MASTER/ESHU,0.0219763092269326,0.000148730649953,14,0.6191489361702127,0.1702127659574468
KRAVEN THE HUNTER/SE,猎人克莱文/谢尔盖·克拉维诺夫,男,反派,变异,通过饮用神秘药水获得超人类力量、速度、敏捷性和感官，精通狩猎技巧和格斗术，能短暂与动物沟通。,否,0,邪恶六人组,无,7,孤傲,KRAVEN THE HUNTER/SE,0.0218204488778054,0.0005356392773003,18,0.5826310380267214,0.18571428571428572
SERGEI,谢尔盖,男,反派,科技,通常指代“红卫兵”谢尔盖·克拉维诺夫，苏联时期改造的超级士兵，拥有超人的力量、速度、耐力和格斗技巧。,否,0,苏联超级士兵项目/红卫兵,无明确核心导师,4,孤傲/忠诚于国家,SERGEI,0.0218204488778054,0.0001060638272115,14,0.5694758478931141,0.15
IRON MAN DOPPELGANGE,钢铁侠替身,非人类,反派,科技,由奥创创造的机器人，外形和能力模仿钢铁侠，拥有能量炮、飞行和战斗技能。,否,0,奥创军团,奥创,5,服从指令,IRON MAN DOPPELGANGE,0.0218204488778054,6.366448152782336e-06,14,0.2017471736896197,0.09285714285714286
"COUNT NEFARIA, LUCHI",卢奇·内法里亚伯爵,男,反派,科技,通过离子能量强化获得超级力量、速度、耐力、飞行能力及能量投射，但依赖设备维持。,否,0,雷霆特工队/邪恶大师,无,8,孤傲,"COUNT NEFARIA, LUCHI",0.0218204488778054,0.0001525222055627,0,0.6661870503597123,0.11428571428571428
RED GUARDIAN V,红色守卫者五号,男,正派,科技,通过苏联超级士兵血清强化，拥有超人的力量、耐力、速度和反应能力，精通各种武器和格斗技巧。,是,1,苏联超级士兵计划,阿列克谢·肖斯塔科夫,4,忠诚战士,RED GUARDIAN V,0.0218204488778054,8.13106718353068e-05,0,0.5565262076053443,0.40714285714285714
BOVA,波娃,女,正派,变异,拥有牛头人身，具备超常力量、耐久力和智力，能进行心灵感应和跨维度感知。,否,0,英国队长军团,梅林,3,智慧守护者,BOVA,0.0218204488778054,0.0002613134256467,2,0.6328879753340185,0.39285714285714285
MADAME MASQUE/GIULIE,面具夫人/朱莉,女,反派,科技/格斗,精通格斗技巧，使用高科技面具和武器，擅长伪装和间谍活动。,否,0,九头蛇/独立反派,无明确导师,6,孤傲/双重间谍,MADAME MASQUE/GIULIE,0.0218204488778054,0.0001772157481292,0,0.7015416238437822,0.12857142857142856
ANGAR THE SCREAMER/D,尖叫者安加尔/D,男,反派,变异,通过声波攻击，能发出高频尖叫，造成物理伤害和精神干扰，使目标痛苦或失去行动能力。,否,0,无固定核心阵营,无,4,孤傲,ANGAR THE SCREAMER/D,0.0216645885286783,0.0002201401270708,2,0.6857470545302888,0.2805755395683453
S'YM,赛姆,非人类,反派,魔法,恶魔形态，拥有超强力量、耐力、飞行能力，并能操控黑暗能量和召唤恶魔仆从。,否,0,地狱火俱乐部,黑皇后塞勒涅,7,忠诚仆从,S'YM,0.0216645885286783,0.0001721483210253,4,0.5522886038994891,0.17266187050359713
PORCUPINE/ALEX GENTR,豪猪/亚历克斯·金特,男,反派,科技,身穿高科技豪猪战甲，具备超强防御、能量发射和近战攻击能力。,否,0,无固定阵营,无,4,孤傲,PORCUPINE/ALEX GENTR,0.0216645885286783,5.750394394130263e-05,0,0.5205922218746741,0.302158273381295
ARCLIGHT/PHILLIPA SO,弧光/菲利帕·索,女,反派,变异,通过跺脚或拍手产生强大的地震波，能震碎建筑物、引发地面裂缝，并造成眩晕效果。,否,0,掠夺者,万磁王,6,忠诚追随者,ARCLIGHT/PHILLIPA SO,0.0216645885286783,0.0001832515658911,4,0.5813783755604212,0.2446043165467626
STRANGER,陌生人,非人类,反派,宇宙能量,拥有近乎全能的神级力量，包括宇宙能量操控、物质重组、维度旅行、创造生命、心灵感应等，是宇宙级实体。,否,0,无固定阵营,无,10,孤傲,STRANGER,0.0216645885286783,0.0001187438249737,14,0.5551037430924826,0.16546762589928057
GAMMENON [CELESTIAL],伽玛农[天神],非人类,中立,宇宙能量,作为天神组成员，拥有创造和毁灭星系的宇宙级力量，能操控能量和物质，近乎不朽。,否,0,天神组,无,10,孤傲,GAMMENON [CELESTIAL],0.0215087281795511,0.0003538138707122,5,0.5641595260763779,0.057971014492753624
"MCLAREN, MEGAN",梅根·麦克拉伦,女,反派,科技,精通先进科技装备，擅长使用高科技武器和战术，具备出色的战斗技巧和情报分析能力。,否,0,九头蛇,红骷髅,4,双重间谍,"MCLAREN, MEGAN",0.0215087281795511,0.0001160182750066,0,0.4786840156564054,0.15942028985507245
EXODUS/BENNET DUPARI,出埃及记/本内特·杜帕里,男,反派,变异,拥有强大的心灵感应和心灵控制能力，能进行精神攻击、制造幻象、读取思想，并具备飞行和能量投射能力。,否,0,变种人兄弟会,万磁王,8,狂热信徒,EXODUS/BENNET DUPARI,0.0215087281795511,0.0001214054608675,4,0.5589759864593251,0.16666666666666666
CLOWN/CRAFTY ELIOT F,小丑/狡猾的埃利奥特·F,男,反派,科技,精通各种高科技装备和武器，擅长制造混乱和恐怖袭击，无超自然能力。,否,0,无固定阵营,无,4,孤傲,CLOWN/CRAFTY ELIOT F,0.0215087281795511,0.0002820649785198,0,0.6269967206177933,0.12318840579710146
X-RAY,X射线,男,反派,变异,能够发射高强度X射线，穿透物体并造成伤害，自身对辐射有一定抵抗力。,否,0,无固定核心阵营（常作为雇佣反派或独立行动）,无明确导师,4,孤傲,X-RAY,0.0215087281795511,0.0002340673444294,7,0.5563313233894002,0.1956521739130435
"ROSS, EVERETT KENNET",埃弗雷特·肯尼特·罗斯,男,正派,格斗,无超能力，但精通军事战术、格斗技巧和武器使用，是经验丰富的特种部队指挥官。,是,约3部,美国军方/联合国特别行动组,无明确核心导师,3,纪律严明/忠诚可靠/军方作风,"ROSS, EVERETT KENNET",0.0213528678304239,0.0005209596971044,18,0.6504937741519965,0.3284671532846715
SLEEPWALKER,梦游者,男,正派,魔法,能够进入并操控他人的梦境，在梦境中拥有超强力量，并能将梦境中的事物部分带入现实。,否,0,午夜之子,奇异博士,4,孤傲,SLEEPWALKER,0.0213528678304239,0.0020342853616778,8,0.6217260626878489,0.36496350364963503
BLACK TOM CASSIDY,黑汤姆·卡西迪,男,反派,变异,能控制植物生长，与植物共生并从中汲取能量，增强力量与耐力，可发射能量冲击波。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,6,孤傲,BLACK TOM CASSIDY,0.0213528678304239,0.0002521700520018,4,0.6489909832546157,0.13138686131386862
COLLECTIVE MAN,集体人,男,反派,变异,由五胞胎兄弟组成，可合体为巨大战士，共享感官与思维，力量、速度、耐力大幅增强。,否,0,人民保卫力量,无,4,团队协作,COLLECTIVE MAN,0.0213528678304239,0.0001669213791171,14,0.12322885358522973,0.13138686131386862
DEFENSOR,防御者,男,正派,科技,通过高科技装甲获得飞行、能量护盾、能量冲击波和超强防御力，擅长战术分析和团队支援。,否,0,复仇者联盟,托尼·斯塔克,3,团队支援,DEFENSOR,0.0211970074812967,1.1636073285857477e-05,14,0.11023965141612202,0.6985294117647058
"PEREGRINE, LE/FRANCK",游隼/弗兰克·勒,男,反派,科技,使用高科技飞行翼进行空中作战，配备能量武器和增强型装甲，具备出色的飞行机动性和战术打击能力。,否,0,九头蛇,红骷髅,6,忠诚执行者,"PEREGRINE, LE/FRANCK",0.0211970074812967,6.166207321060623e-05,14,0.21579520697167753,0.13970588235294118
"BANNON, LANCE",兰斯·班农,男,反派,科技,精通先进武器和战术装备，擅长使用高科技武器和装甲进行战斗，具备出色的战略指挥能力。,否,0,九头蛇,红骷髅,6,冷酷高效,"BANNON, LANCE",0.0211970074812967,0.0003571656436279,18,0.65,0.22058823529411764
CERISE II [SHI'AR],樱桃二世[希阿],女,正派,宇宙能量,能够操控宇宙能量，形成能量护盾和能量攻击，具备飞行能力，是希阿帝国皇家卫队成员。,否,0,希阿帝国皇家卫队,无明确核心导师,4,忠诚战士,CERISE II [SHI'AR],0.0211970074812967,9.789691015405846e-05,4,0.49226579520697167,0.45588235294117646
VECTOR,矢量,男,反派,变异,能够控制物体运动的方向和速度，包括子弹、车辆等，使其按自己意愿移动。,否,0,邪恶大师,暂无明确导师,5,孤傲,VECTOR,0.0211970074812967,0.0002288539352322,7,0.5427015250544662,0.19852941176470587
